ID,Polygonia comma,Nymphalis antiopa,Aglais milberti,Ancyloxypha numitor,Anthocharis sara,Apodemia mormo,Asterocampa celtis,Asterocampa clyton,Atalopedes campestris,Atrytone delaware,Atrytonopsis hianna,Battus philenor,Boloria alaskensis,Boloria bellona,Boloria chariclea,Boloria epithore,Boloria eunomia,Boloria improba,Boloria polaris,Boloria selene,Callophrys affinis,Callophrys mossii,Callophrys niphon,Callophrys polios,Callophrys sheridanii,Callophrys spinetorum,Carterocephalus palaemon,Celastrina ladon,Celastrina lucia,Celastrina serotina,Cercyonis oetus,Cercyonis pegala,Cercyonis sthenele,Chlosyne acastus,Chlosyne damoetas,Chlosyne gorgone,Chlosyne harrisii,Chlosyne nycteis,Chlosyne palla,Clossiana alberta,Clossiana astarte,Coenonympha inornata,Coenonympha tullia,Colias alexandra,Colias canadensis,Colias christina,Colias eurytheme,Colias gigantea,Colias hecla,Colias interior,Colias meadii,Colias occidentalis,Colias palaeno,Colias pelidne,Colias philodice,Colias tyche,Cyaniris neglecta,Cynthia annabella,Danaus plexippus,Deciduphagus augustinus,Elkalyce comyntas,Epargyreus clarus,Erebia disa,Erebia discoidalis,Erebia epipsodea,Erebia fasciata,Erebia lafontainei,Erebia mackinleyensis,Erebia mancinus,Erebia occulta,Erebia pawloskii,Erebia rossii,Erebia vidleri,Erebia youngi,Eresia aveyrana,Erora laeta,Erynnis afranius,Erynnis baptisiae,Erynnis brizo,Erynnis funeralis,Erynnis horatius,Erynnis icelus,Erynnis juvenalis,Erynnis lucilius,Erynnis martialis,Erynnis pacuvius,Erynnis persius,Erynnis propertius,Euchloe ausonides,Euchloe creusa,Euchloe lotta,Euchloe naina,Euchloe olympia,Euphilotes battoides,Euphilotes enoptes,Euphydryas phaeton,Euphyes bimacula,Euphyes conspicua,Euphyes dion,Euphyes dukesi,Euphyes vestris,Euptoieta claudia,Euptychia cymela,Everes amyntula,Feniseca tarquinius,Fixsenia favonius,Glaucopsyche lygdamus,Glaucopsyche piasus,Harkenclenus titus,Hesperia assiniboia,Hesperia colorado,Hesperia comma,Hesperia juba,Hesperia leonardus,Hesperia nevada,Hesperia sassacus,Hesperia uncas,Hylephila phyleus,Hypodryas gillettii,Icaricia icarioides,Incisalia eryphon,Incisalia henrici,Incisalia lanoraieensis,Junonia coenia,Lerema accius,Lethe anthedon,Lethe appalachia,Lethe eurydice,Libytheana carinenta,Limenitis archippus,Limenitis arthemis,Limenitis lorquini,Limenitis weidemeyerii,Lycaeides melissa,Lycaena cupreus,Lycaena dione,Lycaena dorcas,Lycaena dospassosi,Lycaena editha,Lycaena epixanthe,Lycaena helloides,Lycaena heteronea,Lycaena hyllus,Lycaena mariposa,Lycaena nivalis,Lycaena phlaeas,Lycaena rubidus,Mastor hegon,Mastor vialis,Mitoura gryneus,Nathalis iole,Neominois ridingsii,Neophasia menapia,Nymphalis californica,Nymphalis vaualbum,Oarisma garita,Oarisma poweshiek,Occidryas anicia,Occidryas chalcedona,Occidryas editha,Ochlodes sylvanoides,Oeneis alberta,Oeneis alpina,Oeneis bore,Oeneis chryxus,Oeneis jutta,Oeneis macounii,Oeneis melissa,Oeneis nevadensis,Oeneis philipi,Oeneis polixenes,Oeneis uhleri,Panoquina ocola,Papilio brevicauda,Papilio canadensis,Papilio cresphontes,Papilio eurymedon,Papilio glaucus,Papilio machaon,Papilio multicaudata,Papilio rutulus,Papilio troilus,Papilio zelicaon,Parnassius clodius,Parnassius eversmanni,Parnassius phoebus,Parnassius smintheus,Parrhasius m-album,Phoebis philea,Phoebis sennae,Pholisora catullus,Phyciodes batesii,Phyciodes pallida,Phyciodes tharos,Pieris angelika,Pieris marginalis,Pieris oleracea,Pieris rapae,Pieris virginiensis,Plebejus anna,Plebejus glandon,Plebejus idas,Plebejus lupini,Plebejus optilete,Plebejus saepiolus,Plebejus shasta,Poanes hobomok,Poanes massasoit,Poanes viator,Polites mystic,Polites origenes,Polites peckius,Polites sabuleti,Polites themistocles,Polygonia faunus,Polygonia gracilis,Polygonia interrogationis,Polygonia oreas,Polygonia progne,Polygonia satyrus,Polyommatus icarus,Pontia beckerii,Pontia occidentalis,Pontia protodice,Pontia sisymbrii,Protographium marcellus,Pyrgus centaureae,Pyrgus communis,Pyrgus ruralis,Pyrisitia lisa,Satyrium acadica,Satyrium behrii,Satyrium calanus,Satyrium californica,Satyrium caryaevorus,Satyrium edwardsii,Satyrium liparops,Satyrium semiluna,Speyeria aphrodite,Speyeria atlantis,Speyeria callippe,Speyeria coronis,Speyeria cybele,Speyeria edwardsii,Speyeria hydaspe,Speyeria idalia,Speyeria mormonia,Speyeria zerene,Strymon melinus,Strymon saepium,Strymon sylvinus,Thecla johnsoni,Thorybes daunus,Thorybes pylades,Thymelicus lineola,Urbanus proteus,Vanessa atalanta,Vanessa cardui,Vanessa virginiensis,Wallengrenia otho,Yvretta rhesus,unique_ID,day,month,year,x.x,y.x,pasted_coord,year2,year3,x.y,y.y,extract_ID,extract_ID_50,extract_ID_500,extract_LAT,extract_LAT_50,extract_LAT_500,extract_VEL_ED,extract_VEL_ED_50,extract_VEL_ED_500
27051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019-08-16 15:30:00 -708306.441390081 7135913.87526338,16,8,2019,-708306.4414,7135913.875,-708306.441390081 7135913.87526338,2018-2019,2019-2021,-708306.4414,7135913.875,955849,9562,98,7135500,7143000,7168128.017,6.366666794,6.459222207,6.124439841
21363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017-10-01 00:00:00 1077139.10827597 5950416.43919841,1,10,2017,1077139.108,5950416.439,1077139.10827597 5950416.43919841,2016-2017,2016-2018,1077139.108,5950416.439,1301278,13101,131,5950500,5940968.75,6167669.555,4.966666698,5.037152782,5.558097547
10686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014-09-10 11:00:00 1638190.89889035 6483586.47140172,10,9,2014,1638190.899,6483586.471,1638190.89889035 6483586.47140172,2014-2015,2013-2015,1638190.899,6483586.471,1145599,11507,117,6485500,6493000,6667992.566,3.24444437,2.844111111,6.6757902
3754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-08-26 11:45:00 1146777.72972266 6114589.10830432,26,8,2012,1146777.73,6114589.108,1146777.72972266 6114589.10830432,2012-2013,2010-2012,1146777.73,6114589.108,1253244,12665,131,6115500,6093000,6167669.555,6.699999809,6.617888875,5.558097547
5241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013-06-22 00:00:00 1061471.12554854 5911156.72734353,22,6,2013,1061471.126,5911156.727,1061471.12554854 5911156.72734353,2012-2013,2013-2015,1061471.126,5911156.727,1312923,13247,146,5910500,5905651.515,5665397.682,5.311110973,4.917171695,5.019357905
19097,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2017-06-16 12:00:00 1287562.40818977 6211504.61844683,16,6,2017,1287562.408,6211504.618,1287562.40818977 6211504.61844683,2016-2017,2016-2018,1287562.408,6211504.618,1225608,12376,132,6210500,6194950.549,6168319.328,5.577777863,5.160317452,4.240876133
24221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-09-02 12:00:00 1259342.2859288 6114602.13541848,2,9,2018,1259342.286,6114602.135,1259342.2859288 6114602.13541848,2018-2019,2016-2018,1259342.286,6114602.135,1253267,12667,132,6115500,6090105.263,6168319.328,4.611111164,4.951023397,4.240876133
19080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017-06-14 15:00:00 1271119.33084373 6139156.68474854,14,6,2017,1271119.331,6139156.685,1271119.33084373 6139156.68474854,2016-2017,2016-2018,1271119.331,6139156.685,1245989,12521,132,6140500,6144938.202,6168319.328,4.566666603,5.084769029,4.240876133
24338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-09-11 09:50:00 1399899.16896563 6213563.76046333,11,9,2018,1399899.169,6213563.76,1399899.16896563 6213563.76046333,2018-2019,2016-2018,1399899.169,6213563.76,1224175,12378,132,6215500,6214388.889,6168319.328,3.377777815,3.419753075,4.240876133
5671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-06 15:45:00 1436902.75309867 6315752.94190237,6,7,2013,1436902.753,6315752.942,1436902.75309867 6315752.94190237,2012-2013,2013-2015,1436902.753,6315752.942,1195062,12087,132,6315500,6293000,6168319.328,5.111111164,4.566555564,4.240876133
8772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014-07-05 15:54:00 1141006.55135857 6166957.0334942,5,7,2014,1141006.551,6166957.033,1141006.55135857 6166957.0334942,2014-2015,2013-2015,1141006.551,6166957.033,1238683,12519,131,6165500,6143000,6167669.555,6.033333302,6.772666664,5.558097547
14610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-08-28 11:00:00 1594987.20977502 6394695.31778579,28,8,2015,1594987.21,6394695.318,1594987.20977502 6394695.31778579,2014-2015,2013-2015,1594987.21,6394695.318,1171798,11798,132,6395500,6392388.889,6168319.328,3.111111164,3.012098763,4.240876133
3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012-08-30 02:09:00 2424936.55431913 6689051.18259207,30,8,2012,2424936.554,6689051.183,2424936.55431913 6689051.18259207,2012-2013,2010-2012,2424936.554,6689051.183,1086060,10938,119,6690500,6696687.5,6737564.795,4.900000095,4.770694458,3.836863009
4321,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-03-30 00:00:00 1516916.86988056 6304843.00159559,30,3,2013,1516916.87,6304843.002,1516916.86988056 6304843.00159559,2012-2013,2013-2015,1516916.87,6304843.002,1197990,12088,132,6305500,6294761.364,6168319.328,1.944444418,2.877398985,4.240876133
21228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-09-23 00:00:00 1233060.10712297 6130592.42125328,23,9,2017,1233060.107,6130592.421,1233060.10712297 6130592.42125328,2016-2017,2016-2018,1233060.107,6130592.421,1248894,12521,132,6130500,6144938.202,6168319.328,5.433333397,5.084769029,4.240876133
16918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016-07-22 16:20:00 827086.960724391 6378451.65059245,22,7,2016,827086.9607,6378451.651,827086.960724391 6378451.65059245,2016-2017,2016-2018,827086.9607,6378451.651,1176012,11782,131,6380500,6393988.372,6167669.555,8.011111259,8.459948318,5.558097547
12223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-06-15 00:00:00 2265187.39424448 6820453.27856651,15,6,2015,2265187.394,6820453.279,2265187.39424448 6820453.27856651,2014-2015,2013-2015,2265187.394,6820453.279,1048172,10497,119,6820500,6840784.091,6737564.795,3.533333302,3.247727267,3.836863009
